KD-Nr.;Firma;Land;PLZ;Ort;UmsatzKL;Verk.;SP;SP2;Bl;Umsatz AJ;Umsatz VJ;Umsatz VVJ;l Besuch;UK;PN1;PN2;NKEB;WV;WV u;QB;VP
411.446;vx;DE;41366;Berlin;;9;;;;;;;;;;;;;;;
411.456;sluzuzterspspnnkls;DE;49843;Kranenburg;;8;;;;;;;20.09.2012;;;;;;;;
411.457;lhsmbicb;DE;53639;Kaufbeuren;;14;;;;;;;;;;;;;;;
411.458;tqcrlujljldyb;DE;38229;München;;12;;;;;;;;;;;;;;;
411.467;bzazl;DE;49525;Hilden;;8;;;;;;;;;;;;;;;
411.469;ykniqdtnh;DE;28357;Mannheim;;15;;;;;;;29.04.2014;;;;;;;;
411.471;zjsqqjdlinrqjrmr;DE;73460;Nürnberg;;33;;;;;;;;;;;;;;;
411.472;fika;DE;44269;Göttingen;;19;;;;;;;07.10.2013;;;;;;;;
411.473;myysusyjsfrlligk;DE;27721;Unterheinsdorf;;15;;;;;;;30.09.2010;;;;;;;;
411.476;yxza;DE;39615;Regensburg;;12;;;;;;;;;;;;;;;
411.478;kg;DE;45307;Mönchengladbach;;16;;;;;;;21.04.2010;;;;;;;;
411.479;aog;DE;49733;Warendorf;;8;;;;;;;03.04.2013;;;;;;;;
411.488;olpojamq;DE;22457;Hamburg;;5;;;;;;;;;;;;;;;
411.493;weowvavlqobkngl;DE;34359;Warnemünde;;11;;;;;;;;;;;;;;;
411.495;y;DE;76865;Dresden;;2;;;;;;;;;;;;;;;
411.496;teoelcikplfnje;DE;22880;Mindelheim;;5;;;;;;;13.12.2012;;;;;;;;
411.510;uivdsdawuyebr;DE;38114;Kaufungen;;12;;;;;;;;;;;;;;;
411.512;dezcpwpusbnzweqlif;DE;65795;Hamminkeln;;7;;;;;;;;;;;;;;;
411.520;q;DE;29525;Bielefeld;;15;;;;;;;;;;;;;;;
411.521;ihlzayizclwmmxoc;DE;34298;Neuenstein;;11;;;;;;;;;;;;;;;
411.524;rxe;DE;80336;Frankfurt;;21;;;;;;;;;;;;;;;
411.527;upgrl;DE;37075;Düsseldorf;;11;;;;;;;;;;;;;;;
411.529;absufy;DE;44807;Demmin;;19;;;;;;;10.04.2014;;;;;;;;
411.533;aoentwmpzm;DE;45239;Rhede;;16;;;;;;;21.04.2010;;;;;;;;
411.541;omau;DE;38100;Hude;;12;;;;;;;04.05.2015;;;;;;;;
411.549;ptglhfvrtkfg;DE;37235;Berlin;;11;;;;;;;;;;;;;;;
411.550;ts;DE;89231;Weißenfels;;22;;;;;;;;;;;;;;;
411.558;hrgtwtoyv;DE;40545;Nürnberg;;9;;;;;;;16.06.2009;;;;;;;;
411.559;okbicnytphrmzsc;DE;48167;Celle;;8;;;;;;;21.04.2015;;;;;;;;
411.571;fzrwiqkz;DE;41236;Ostercappeln;;60;;;;;;;;;;;;;;;
411.575;hriewqouwb;DE;30853;Dortmund;;8;;;;;;;26.04.2012;;;;;;;;
411.578;hq;DE;20146;Weiskirchen;;5;;;;;;;;;;;;;;;
411.583;smmovwwruoayfu;DE;44137;Bruchsal;;19;;;;;;;;;;;;;;;
411.585;ni;DE;34225;Köln;;11;;;;;;;;;;;;;;;
411.586;twghlkqld;DE;34130;Sankt Augustin;;11;;;;;;;17.12.2010;;;;;;;;
411.598;skylckzancuayy;DE;35708;Emsdetten;;7;;;;;;;;;;;;;;;
411.600;yyajl;DE;29399;Hasbergen;;12;;;;;;;25.05.2011;;;;;;;;
411.601;e;DE;28209;Dresden;;15;;;;;;;;;;;;;;;
411.604;wepeogvlzwzmvq;DE;49497;Frankfurt;;8;;;;;;;22.05.2012;;;;;;;;
411.608;pfuxxpzt;DE;44649;Rattelsdorf;;19;;;;;;;04.03.2013;;;;;;;;
411.610;ppmygbrit;DE;35789;Friesenheim;;7;;;;;;;;;;;;;;;
411.611;ppc;DE;36457;Titisee-Neustadt;;7;;;;;;;;;;;;;;;
411.619;iottncarbfnfn;DE;36037;Sandershausen;;7;;;;;;;;;;;;;;;
411.620;wuvzgls;DE;72639;Gera;;3;;;;;;;25.05.2012;;;;;;;;
411.621;znyny;DE;33824;Düren;;8;;;;;;;;;;;;;;;
411.622;uguibyn;DE;36304;Aldenhoven;;7;;;;;;;;;;;;;;;
411.624;o;DE;35392;Eggersdorf bei Strausberg;;7;;;;;;;;;;;;;;;
411.626;jnga;DE;35745;Kirn;;7;;;;;;;;;;;;;;;
411.629;a;DE;36205;Berlin-Wedding;;11;;;;;;;16.12.2013;;;;;;;;
411.633;gmxaeaqmyd;DE;35325;Dinkelsbühl;;7;;;;;;;;;;;;;;;
411.635;ngnnzo;DE;46147;Berlin;;19;;;;;;;;;;;;;;;
411.639;dpvgtaepbwggon;DE;22041;Laarkirchen;;60;;;;;;;;;;;;;;;
411.645;fhyinkviwbab;DE;8058;Hersbruck;;44;;;;;;;17.07.2012;;;;;;;;
411.650;vslpmwosabzvdafzed;DE;49565;Waldkraiburg;;8;;;;;;;29.10.2012;;;;;;;;
411.652;cmbcfwfyvlqzmk;DE;9548;Kiel;;44;;;;;;;;;;;;;;;
411.653;rekt;DE;30855;Düsseldorf;;8;;;;;;;;;;;;;;;
411.654;hjbudisgaskv;DE;34431;Pinneberg;;11;;;;;;;;;;;;;;;
411.655;b;DE;33647;Schwalmstadt;;8;;;;;;;;;;;;;;;
411.657;fthcm;DE;39638;Erfurt;;12;;;;;;;;;;;;;;;
411.668;krktgjlrfa;DE;48268;Duisburg;;8;;;;;;;;;;;;;;;
411.672;imivvrlbv;DE;45279;Stein;;16;;;;;;;;;;;;;;;
411.677;zwz;DE;49324;Herzogenaurach;;8;;;;;;;03.04.2012;;;;;;;;
411.680;esflrpz;DE;48739;Passau;;8;;;;;;;;;;;;;;;
411.682;aitc;DE;76571;Duisburg;;2;;;;;;;;;;;;;;;
411.688;kfxoqxoivuqyp;DE;35039;Bensheim;;7;;;;;;;;;;;;;;;
411.689;samplqhthykrmilpjw;DE;36132;Blaubeuren;;7;;;;;;;;;;;;;;;
411.690;hdbmavagdelyelcmwf;DE;40474;Berlin;;9;;;;;;;;;;;;;;;
411.699;fjrfgsaqdbbcryjpve;DE;74072;Deidesheim;;33;;;;;;;;;;;;;;;
411.700;zqe;DE;90402;Bergneustadt;;10;;;;;;;;;;;;;;;
411.707;apmeoh;DE;24116;Naumburg;;5;;;;;;;20.09.2012;;;;;;;;
411.723;ciabpydyrsbfdn;DE;41189;Halver;;9;;;;;;;16.01.2013;;;;;;;;
411.726;kbgi;DE;50769;Issum-Sevelen;;16;;;;;;;;;;;;;;;
411.728;vrkrurfbumqy;DE;40724;El Santa / Gharbeya;;9;;;;;;;;;;;;;;;
411.732;hkiojhrqlpfykv;DE;45136;Berlin;;16;;;;;;;;;;;;;;;
411.736;pkwykhyhjlpqbpd;DE;51377;Herne;;9;;;;;;;;;;;;;;;
411.739;ctqeuar;DE;46539;Hagen;;19;;;;;;;;;;;;;;;
411.743;ffhdvoudf;DE;47799;Neu Wulmstorf;;9;;;;;;;11.05.2015;;;;;;;;
411.745;neeemvyloe;DE;47051;Ludwigshafen;;19;;;;;;;;;;;;;;;
411.749;ldgzprfkzxksbcvwnr;DE;52062;Starnberg;;14;;;;;;;;;;;;;;;
411.751;zduswudozeu;DE;40764;Dresden;;9;;;;;;;;;;;;;;;
411.754;gtoxintivx;DE;50667;Oberpiebing;;16;;;;;;;;;;;;;;;
411.755;fgnwgxuiotnu;DE;65549;Wuppertal;;7;;;;;;;16.09.2010;;;;;;;;
411.760;j;DE;47447;Kirchheim;;9;;;;;;;13.10.2010;;;;;;;;
411.761;itgqrps;DE;41238;Essen;;9;;;;;;;27.06.2014;;;;;;;;
411.762;zlrzsugnk;DE;47800;Mannheim;;9;;;;;;;;;;;;;;;
411.763;uwwzxe;DE;65779;Gerolzhofen;;7;;;;;;;;;;;;;;;
411.764;nlgwhmbykpj;DE;40237;Hilzingen;;9;;;;;;;06.11.2012;;;;;;;;
411.765;dthbuzhr;DE;51143;Leverkusen;;16;;;;;;;;;;;;;;;
411.773;kdkkzvh;DE;64285;Regensburg;;6;;;;;;;;;;;;;;;
411.775;zyapamitfx;DE;35578;Duisburg;;7;;;;;;;;;;;;;;;
411.776;llkzsxzkgxgxcmycmo;DE;35630;Elztal-Dallau;;7;;;;;;;;;;;;;;;
411.777;bpmwgr;DE;35745;Gütersloh;;7;;;;;;;;;;;;;;;
411.782;que;DE;40479;Elmshorn;;9;;;;;;;;;;;;;;;
411.785;tkqvxwrtcautacvjq;DE;50670;Lübeck;;16;;;;;;;;;;;;;;;
411.787;ctfctrutxocn;DE;40589;Lam;;9;;;;;;;21.07.2011;;;;;;;;
411.788;bftdwckfdzt;DE;46145;Zwickau;;19;;;;;;;;;;;;;;;
411.789;djttibfwi;DE;50668;Schleswig;;16;;;;;;;30.07.2009;;;;;;;;
411.791;ihyz;DE;44787;Dortmund;;19;;;;;;;17.04.2014;;;;;;;;
411.793;gzndgvxrwkcuydh;DE;40878;Fürth;;9;;;;;;;;;;;;;;;
411.796;gtjgpmwlm;DE;52062;Möhnesee-Körbecke;;14;;;;;;;;;;;;;;;
411.799;gggwggj;DE;40477;Görlitz;;9;;;;;;;;;;;;;;;
411.801;czeobfyrm;DE;47574;Erlangen;;9;;;;;;;;;;;;;;;
411.802;wjeumepmsuff;DE;51427;Malchow;;16;;;;;;;24.09.2009;;;;;;;;
411.811;wabiagxlhljm;DE;30159;Wangen i. Allgäu;;8;;;;;;;;;;;;;;;
411.813;pfycrxsotaaoq;DE;1326;Dillingen;;44;;;;;;;22.05.2012;;;;;;;;
411.823;oopiomylpsaisxqpu;DE;31535;Minden;;8;;;;;;;;;;;;;;;
411.824;yqcvmdpewvs;DE;30659;Bonn;;8;;;;;;;;;;;;;;;
411.826;pnimvwoorh;DE;30559;Norden;;8;;;;;;;;;;;;;;;
411.828;kwzerhazambudmp;DE;38820;Dortmund;;12;;;;;;;13.10.2010;;;;;;;;
411.831;awhohok;DE;31275;Landau a.d. Isar;;12;;;;;;;25.03.2015;;;;;;;;
411.832;lpkq;DE;30163;Mönchengladbach;;60;;;;;;;09.09.2009;;;;;;;;
411.834;ckuftzfxenpexojae;DE;37079;Walldorf;;11;;;;;;;14.04.2010;;;;;;;;
411.844;gevbfzoplp;DE;61381;Mannheim;;7;;;;;;;;;;;;;;;
411.849;dvcmqhwke;DE;37619;Weimar;;11;;;;;;;;;;;;;;;
411.852;xzlw;DE;42899;Ratingen;;16;;;;;;;10.08.2011;;;;;;;;
411.855;osrhek;DE;30938;Berlin;;8;;;;;;;;;;;;;;;
411.860;t;DE;45879;Duisburg;;16;;;;;;;21.04.2015;;;;;;;;
411.865;vz;DE;32549;Langeoog;;8;;;;;;;26.01.2012;;;;;;;;
411.871;xqdjrz;DE;45479;Offenbach;;16;;;;;;;18.10.2013;;;;;;;;
411.872;frktwl;DE;60439;Kassel;;7;;;;;;;;;;;;;;;
411.873;rdi;DE;60488;Hanau;;7;;;;;;;;;;;;;;;
411.875;ncnmmpnwudmulc;DE;49751;Grünwald;;8;;;;;;;07.12.2012;;;;;;;;
411.877;zasn;DE;33104;ZK Zeewolde;;8;;;;;;;;;;;;;;;
411.881;knfgbgofe;DE;12459;Bramsche;;17;;;;;;;;;;;;;;;
411.886;ibxfploqtrydbmvw;DE;36251;Minden;;7;;;;;;;10.06.2013;;;;;;;;
411.887;absnggxxtmtwgqpz;DE;66839;Plön;;2;;;;;;;;;;;;;;;
411.888;koxcryenakvbqgbn;DE;28865;Scheeßel;;15;;;;;;;;;;;;;;;
411.889;bgqebtberjhfcqhebo;DE;48429;Plön;;8;;;;;;;05.06.2013;;;;;;;;
411.890;jnmpsswkhckdiih;DE;30159;Leichlingen;;8;;;;;;;;;;;;;;;
411.891;tyzxns;DE;80539;Emmendingen;;21;;;;;;;;;;;;;;;
411.893;mqrxiirxbuhpzsad;DE;47239;Kiev / Ukraine;;19;;;;;;;;;;;;;;;
411.899;y;DE;50968;Ceske Budejovicc;;16;;;;;;;12.09.2011;;;;;;;;
411.900;e;DE;47799;Dießen;;9;;;;;;;14.06.2012;;;;;;;;
411.909;byrhehmdalszaazcmu;DE;79639;Kelkheim;;3;;;;;;;27.10.2014;;;;;;;;
411.910;mfbebworq;DE;9456;Waging a. See;;44;;;;;;;11.07.2012;;;;;;;;
411.913;xuiyowprklhifcvfms;DE;48477;Rees;;8;;;;;;;;;;;;;;;
411.915;serneowzafrx;DE;39291;Berlin;;12;;;;;;;;;;;;;;;
411.916;ybycjjh;DE;31008;Swisttal;;12;;;;;;;11.02.2011;;;;;;;;
411.918;halnuaoemocxcc;DE;30519;Barteheide;;8;;;;;;;01.09.2010;;;;;;;;
411.921;mygw;DE;27324;Hamburg;;15;;;;;;;;;;;;;;;
411.929;mqhu;DE;48653;Nürnberg;;8;;;;;;;16.07.2013;;;;;;;;
411.934;ukhyxijkyonbzombe;DE;33102;Heigenbrücken;;8;;;;;;;;;;;;;;;
411.935;vucocke;DE;30175;Damascus / Syria;;8;;;;;;;10.04.2013;;;;;;;;
411.944;pzi;DE;23556;Essen;;60;;;;;;;;;;;;;;;
411.947;pnofqldvkqxaqm;DE;48565;Haigerloch;;8;;;;;;;05.06.2013;;;;;;;;
411.956;dcxhqmvizluqs;DE;47179;Essen;;19;;;;;;;;;;;;;;;
411.961;wcdtkjhavuaslx;DE;30625;Nürnberg;;8;;;;;;;;;;;;;;;
411.965;bh;DE;1445;Reichelsheim;;44;;;;;;;;;;;;;;;
411.967;gipurge;DE;27283;Berlin-Köpenick;;15;;;;;;;;;;;;;;;
411.971;vmznvlgtjv;DE;30952;Walldorf;;12;;;;;;;14.04.2015;;;;;;;;
411.975;wcycrkahiybqbqou;DE;42781;Herzberg;;16;;;;;;;18.01.2012;;;;;;;;
411.976;r;DE;29553;Leipzig;;15;;;;;;;;;;;;;;;
411.977;oxhv;DE;66663;Wiesbaden;;2;;;;;;;;;;;;;;;
411.988;afmzuarievvky;DE;30159;Kenzingen;;8;;;;;;;;;;;;;;;
411.996;tqpuiebdx;DE;10435;Würzburg;;17;;;;;;;;;;;;;;;
412.000;esvtyknsc;DE;89073;Augsburg;;22;;;;;;;;;;;;;;;
412.001;jflinbexfiw;DE;71394;Berlin;;33;;;;;;;;;;;;;;;
412.002;easmdyhvqepct;DE;65719;Einbeck;;7;;;;;;;;;;;;;;;
412.003;fyhqrljxzqztqgxgm;DE;30163;Berlin;;8;;;;;;;10.01.2012;;;;;;;;
412.005;qpx;DE;28325;Griesbach;;15;;;;;;;10.11.2014;;;;;;;;
412.006;evdmnw;DE;31303;Aschaffenburg;;8;;;;;;;;;;;;;;;
412.013;lhzkoymuik;DE;30173;Biberach;;8;;;;;;;24.11.2011;;;;;;;;
412.014;fakqi;DE;35578;Hildesheim;;7;;;;;;;;;;;;;;;
412.017;gv;DE;52062;Bielefeld;;14;;;;;;;;;;;;;;;
412.020;lziaokhtsd;DE;38465;Landshut;;12;;;;;;;;;;;;;;;
412.021;avviugeaiirdklhfcc;DE;65719;Lübeck;;7;;;;;;;;;;;;;;;
412.023;lxejdjexicahb;DE;30926;Ludwigshafen;;8;;;;;;;;;;;;;;;
412.027;lgqbqjgrbuio;DE;23738;Tuttlingen;;5;;;;;;;20.12.2013;;;;;;;;
412.030;lunojq;DE;61118;Plankstadt;;60;;;;;;;;;;;;;;;
412.031;qxrnoscwofsndhwqrh;DE;30165;Warendorf;;8;;;;;;;;;;;;;;;
412.032;b;DE;45239;Thale;;16;;;;;;;;;;;;;;;
412.035;euwnptu;DE;72285;Göppingen;;3;;;;;;;;;;;;;;;
412.038;kiojajzwir;DE;63450;Esslingen;;6;;;;;;;;;;;;;;;
412.040;berwvj;DE;22399;Großheirath;;5;;;;;;;27.04.2015;;;;;;;;
412.041;jkxu;DE;26127;Wabern;;15;;;;;;;;;;;;;;;
412.043;xehwjnglqrvcsre;DE;64625;Kühlungsborn;;6;;;;;;;;;;;;;;;
412.048;vxdzbnedenyhhkt;DE;23554;Krefeld;;5;;;;;;;;;;;;;;;
412.050;dewucklvo;DE;88662;Köln;;22;;;;;;;17.01.2014;;;;;;;;
412.051;gcavmfwfetowiqxt;DE;7545;Berlin;;44;;;;;;;;;;;;;;;
412.052;bvqzfmb;DE;3149;Osnabrück;;44;;;;;;;16.04.2012;;;;;;;;
412.057;tickvsd;DE;67308;Saarbrücken-Güding.;;2;;;;;;;;;;;;;;;
412.062;irzfoostbjwiwyih;DE;35415;Lüneburg;;7;;;;;;;;;;;;;;;
412.063;kao;DE;26388;Hamburg;;15;;;;;;;;;;;;;;;
412.064;ymr;DE;79780;Essen;;3;;;;;;;22.04.2010;;;;;;;;
412.065;spscawnofgxmzctgv;DE;63303;Zusmarshausen;;6;;;;;;;;;;;;;;;
412.067;ameedgasfffo;DE;52078;Essen;;14;;;;;;;24.11.2009;;;;;;;;
412.068;jwrsusbpg;DE;64839;Mettmann;;6;;;;;;;;;;;;;;;
412.069;ctsqxvnkazzk;DE;35683;Shelton, CT 06484;;7;;;;;;;;;;;;;;;
412.072;afdjw;DE;60326;Filderstadt/Sielmingen;;7;;;;;;;;;;;;;;;
412.073;mstkeqloyiwidd;DE;55131;Dresden;;2;;;;;;;;;;;;;;;
412.074;khdvrciauqcqjwqhkm;DE;97650;Herzogenaurach;;6;;;;;;;;;;;;;;;
412.076;j;DE;85579;Kreuzau;;21;;;;;;;;;;;;;;;
412.077;nv;DE;25917;Frankfurt;;5;;;;;;;16.03.2015;;;;;;;;
412.078;zep;DE;67655;Herten;;2;;;;;;;;;;;;;;;
412.083;lbrgllenpg;DE;70372;Duisburg;;33;;;;;;;;;;;;;;;
412.084;gkuedzyjzjtwu;DE;63450;Neumarkt;;6;;;;;;;;;;;;;;;
412.086;tdjrfyklklkvyhssyg;DE;50126;Villingen-Schwenningen;;14;;;;;;;;;;;;;;;
412.089;zpiacfir;DE;54329;Hannover;;14;;;;;;;;;;;;;;;
412.090;domhj;DE;75175;Trossingen;;2;;;;;;;;;;;;;;;
412.091;rpnl;DE;84359;Gilching;;21;;;;;;;;;;;;;;;
412.099;xnejgeztljoapohpse;DE;60385;Wannweil;;7;;;;;;;;;;;;;;;
412.102;ywbwmcv;DE;63533;Wien;;6;;;;;;;;;;;;;;;
412.106;btvmhrvkddjtobkka;DE;3051;Schwäbisch Gmünd;;44;;;;;;;;;;;;;;;
412.110;jk;DE;32130;Simbach a. Inn;;8;;;;;;;;;;;;;;;
412.115;kthxdvzvymor;DE;63450;Herbolzheim;;6;;;;;;;;;;;;;;;
412.117;fpbhlvxvmzk;DE;94086;Leipzig;;21;;;;;;;;;;;;;;;
412.119;bswxbuzjslrwxyws;DE;64397;Hamburg;;6;;;;;;;;;;;;;;;
412.120;kwhzicvfeqx;DE;48329;Kirchheim b. München;;8;;;;;;;;;;;;;;;
412.126;oxtcfsqyfr;DE;41812;Köln;;9;;;;;;;14.01.2011;;;;;;;;
412.132;tzzvzpelif;DE;51491;Neustrelitz;;16;;;;;;;17.04.2014;;;;;;;;
412.137;ea;DE;51103;Gangelt;;16;;;;;;;;;;;;;;;
412.139;szogbrhqvnzftg;DE;30173;Berlin;;8;;;;;;;;;;;;;;;
412.141;bsgfpwvyfemrpmga;DE;30519;Leipzig;;8;;;;;;;;;;;;;;;
412.145;arnewxskcwp;DE;78351;Urdorf;;3;;;;;;;;;;;;;;;
412.155;yajgnnf;DE;30890;Leipzig;;8;;;;;;;;;;;;;;;
412.156;ayikayx;DE;44575;Ennepetal;;19;;;;;;;;;;;;;;;
412.157;kbacvdvoloy;DE;39393;Münster;;12;;;;;;;;;;;;;;;
412.160;wbsojhhdttsqa;DE;37441;Wetzlar;;11;;;;;;;;;;;;;;;
412.161;tjawh;DE;51143;Freyung;;16;;;;;;;;;;;;;;;
412.163;iusihgvt;DE;79730;Berlin;;3;;;;;;;;;;;;;;;
412.166;xy;DE;31785;Hamburg;;8;;;;;;;;;;;;;;;
412.167;gewokuwhso;DE;32657;Ebersbach;;8;;;;;;;04.05.2015;;;;;;;;
412.168;zuqbvtwwxgbqnycl;DE;37127;Siegen;;11;;;;;;;;;;;;;;;
412.175;iqon;DE;31832;Karlsfeld;;8;;;;;;;;;;;;;;;
412.178;uiplhv;DE;6258;Seesen;;44;;;;;;;;;;;;;;;
412.181;c;DE;14479;Kempten;;17;;;;;;;;;;;;;;;
412.182;odshleubakpgebdccg;DE;98574;Höchst i. Odw.;;11;;;;;;;;;;;;;;;
412.185;yndxtsgrvjpdaxuppn;DE;37308;Ostrach;;11;;;;;;;;;;;;;;;
412.186;pswmpoibwuckq;DE;8349;Ulm;;44;;;;;;;;;;;;;;;
412.191;cigkdq;DE;33175;Öhringen;;8;;;;;;;08.05.2015;;;;;;;;
412.193;s;DE;30173;Dresden;;8;;;;;;;;;;;;;;;
412.195;xbovybmpajvopm;DE;49531;Reuterstadt Stavenhagen;;8;;;;;;;;;;;;;;;
412.196;ulgyzicmkesqmkwd;DE;34121;München;;11;;;;;;;;;;;;;;;
412.198;qvfwrxeeuolfuocs;DE;47055;Lörrach;;19;;;;;;;03.02.2014;;;;;;;;
412.201;sunaow;DE;37308;Offenbach;;11;;;;;;;14.09.2012;;;;;;;;
412.202;fttbklsd;DE;41236;Büdingen;;9;;;;;;;;;;;;;;;
412.205;ohimibykwydqm;DE;47179;Bietigheim-Bissingen;;19;;;;;;;20.01.2014;;;;;;;;
412.210;y;DE;37697;Marburg;;11;;;;;;;02.12.2010;;;;;;;;
412.212;nyrjaocfoqmxelrtmb;DE;63599;Göttingen;;6;;;;;;;;;;;;;;;
412.214;oc;DE;74182;Kirchen/Sieg;;33;;;;;;;;;;;;;;;
412.216;ldjecfzmvfbhomnqvm;DE;30853;Jena;;8;;;;;;;;;;;;;;;
412.219;tnbu;DE;47051;Berlin;;19;;;;;;;10.02.2014;;;;;;;;
412.220;akyynkbgovhhls;DE;34132;Dassel;;11;;;;;;;12.12.2013;;;;;;;;
412.221;t;DE;45888;Lemgo;;19;;;;;;;;;;;;;;;
412.227;riwkz;DE;41236;Berlin;;9;;;;;;;;;;;;;;;
412.233;oa;DE;30926;Mönchengladbach;;8;;;;;;;;;;;;;;;
412.234;zkhrxuh;DE;74321;Wuppertal;;33;;;;;;;;;;;;;;;
412.237;kfxtywwfwbzp;DE;48429;Siegburg;;8;;;;;;;03.07.2013;;;;;;;;
412.243;poowgztjwx;DE;33397;Gelsenkirchen;;8;;;;;;;;;;;;;;;
412.247;lqeykjdsdprlcdm;DE;48143;Neustadt;;8;;;;;;;;;;;;;;;
412.249;irtav;DE;92536;Coesfeld;;10;;;;;;;11.11.2014;;;;;;;;
412.252;dxicpnmxt;DE;38259;Speyer;;12;;;;;;;01.09.2009;;;;;;;;
412.255;ntyiipigu;DE;36433;Langenselbold;;7;;;;;;;;;;;;;;;
412.257;nvta;DE;42719;Goch;;16;;;;;;;25.11.2014;;;;;;;;
412.272;vrfjmlqmdlgi;DE;42499;Trier;;16;;;;;;;24.09.2009;;;;;;;;
412.274;qskmfyputcbjdrceuq;DE;38315;Verden;;12;;;;;;;11.02.2011;;;;;;;;
412.276;eyvao;DE;41469;Wermelskirchen;;9;;;;;;;;;;;;;;;
412.277;pjxzhwb;DE;15295;Achim;;17;;;;;;;;;;;;;;;
412.279;mxwdpetydssyncpmcz;DE;6406;Bechhofen;;44;;;;;;;04.04.2012;;;;;;;;
412.282;rfdlsaxg;DE;41063;Kaufering;;9;;;;;;;30.03.2012;;;;;;;;
412.283;rslmbjjnyrjppi;DE;32257;Bad Kissingen;;8;;;;;;;;;;;;;;;
412.286;wblnfhd;DE;4600;Neuwied;;44;;;;;;;;;;;;;;;
412.287;kwemczepq;DE;49509;Wettstetten;;8;;;;;;;;;;;;;;;
412.288;mmoakfen;DE;91126;Alzenau;;10;;;;;;;;;;;;;;;
412.290;cujdsno;DE;46045;Dresden;;16;;;;;;;28.11.2014;;;;;;;;
412.303;vclzujngjhno;DE;28816;Korntal;;15;;;;;;;21.01.2015;;;;;;;;
412.308;eopinyzbjrbxmgn;DE;48149;Apfelstädt;;8;;;;;;;;;;;;;;;
412.309;qdxgdlvcyalwhnhde;DE;37120;Eppelheim;;11;;;;;;;;;;;;;;;
412.311;pgtmrodbtrzoj;DE;39114;Herzogenrath;;12;;;;;;;17.07.2009;;;;;;;;
412.313;ypcanjrfrcbh;DE;8523;Pohlheim;;44;;;;;;;;;;;;;;;
412.318;jkwk;DE;1744;Isernhagen;;44;;;;;;;;;;;;;;;
412.321;gyhsdgsyvfus;DE;22111;Trier;;5;;;;;;;;;;;;;;;
412.324;zdacnnkoylpxnhim;DE;50126;Düren;;14;;;;;;;16.11.2011;;;;;;;;
412.326;dkqkmvsnhvqlsduht;DE;64283;Wilkau-Haßlau;;6;;;;;;;06.05.2010;;;;;;;;
412.328;niisiaycutfu;DE;35576;Hamburg;;7;;;;;;;;;;;;;;;
412.331;oeyc;DE;58239;Ravensburg;;4;;;;;;;;;;;;;;;
412.336;hxnexmybxvogm;DE;60596;Lünen;;7;;;;;;;;;;;;;;;
412.337;oydsqffudhnjjs;DE;44319;Salzwedel;;19;;;;;;;;;;;;;;;
412.340;lnennuaeefxdy;DE;64319;Laatzen;;6;;;;;;;14.07.2014;;;;;;;;
412.341;gmpvlyik;DE;12557;Dorsten;;17;;;;;;;;;;;;;;;
412.344;hqkgspuckrcgji;DE;3149;Dresden;;44;;;;;;;;;;;;;;;
412.346;xgtzkjm;DE;92318;Bonn;;10;;;;;;;;;;;;;;;
412.348;dlymyjstfnpeu;DE;60388;Essen;;7;;;;;;;;;;;;;;;
412.350;vlloazyfcnuna;DE;44623;Duisburg;;19;;;;;;;;;;;;;;;
412.351;ekht;DE;80331;Berlin;;21;;;;;;;;;;;;;;;
412.352;jxyhvoke;DE;48143;München;;8;;;;;;;;;;;;;;;
412.353;ydwd;DE;67098;Theley;;2;;;;;;;;;;;;;;;
412.354;xnzojhcdkrwbxidppa;DE;15230;Bad Endorf;;17;;;;;;;;;;;;;;;
412.356;gvcpbkdzpkspr;DE;58089;Neuwied;;4;;;;;;;;;;;;;;;
412.357;mrixlkial;DE;82110;Hochheim;;22;;;;;;;02.03.2012;;;;;;;;
412.364;qu;DE;86150;Lübeck;;22;;;;;;;;;;;;;;;
412.365;os;DE;94362;Breuberg;;10;;;;;;;;;;;;;;;
412.366;a;DE;90491;München;;10;;;;;;;22.04.2015;;;;;;;;
412.368;cqvioxaiswirrbe;DE;61381;Merzen;;7;;;;;;;;;;;;;;;
412.375;ouxvgp;DE;83246;Kirchhain;;21;;;;;;;;;;;;;;;
412.379;bwurxlpoykskjqz;DE;12107;Karlsruhe ;;17;;;;;;;;;;;;;;;
412.380;qsmtaezsitpxhj;DE;39126;Hanau;;12;;;;;;;17.07.2009;;;;;;;;
412.381;sqnsqtvmupfzdlc;DE;51469;Saarwellingen;;16;;;;;;;24.09.2009;;;;;;;;
412.382;fbcbykicmzyfmnf;DE;35428;Düsseldorf;;7;;;;;;;;;;;;;;;
412.385;iwettlkhsqvaxallcs;DE;2977;Ilfeld;;44;;;;;;;27.04.2015;;;;;;;;
412.386;bgehhqzlo;DE;53121;Ruppichteroth;;14;;;;;;;;;;;;;;;
412.388;dc;DE;40477;Berlin;;9;;;;;;;04.09.2014;;;;;;;;
412.392;soncnteicqnejdiss;DE;90471;Petersaurach;;60;;;;;;;;;;;;;;;
412.393;hambqim;DE;58313;Wusterwitz;;4;;;;;;;14.07.2010;;;;;;;;
412.396;lmc;DE;94419;Lathen;;21;;;;;;;27.03.2015;;;;;;;;
412.398;lopv;DE;84066;Hilchenbach;;10;;;;;;;08.05.2015;;;;;;;;
412.399;u;DE;71364;Berlin;;33;;;;;;;;;;;;;;;
